id,title,authors,disclosures,content,header,year
1126,Cardiac cell type-specific gene regulatory programs and disease risk association.,"J. Hocker, 1, ,2, ,3, , O. Poirion, 4, , F. Zhu, 1, , J. Buchanan, 4, , K. Zhang, 2, , J. Chiou, 1, ,3, , X. Hou, 4, , Y. E. Li, 2, , Y. Zhang, 2, , E. N. Farah, 1, ,3, , A. Wang, 4, , K. J. Gaulton, 1, ,5, , B. Ren, 1, ,2, , N. C. Chi, 6, , S. Preissl, 4, ;, 1, University of California San Diego, La Jolla, CA, USA,, 2, Ludwig Institute for Cancer Research, La Jolla, CA, USA,, 3, Biomedical Sciences Graduate Program, University of California San Diego, La Jolla, CA, USA,, 4, Center for Epigenomics, University of California San Diego, La Jolla, CA, USA,, 5, Department of Pediatrics, Rady Children's Hospital Division of Genome Information Sciences, San Diego, CA, USA,, 6, Department of Medicine, Division of Cardiology, University of California San Diego, La Jolla, CA, USA.",J. Hocker: None.,"Cis regulatory elements such as enhancers and promoters are crucial for directing spatiotemporal gene expression. Dysregulation of these elements has been implicated in cardiovascular disease, the leading cause of mortality worldwide. In addition, genetic variants associated with cardiovascular disease risk are enriched within cis regulatory elements. Thus, annotation of cis regulatory elements within the human heart has important implications for understanding the molecular mechanisms of cardiovascular disease. However, little is known about the location and activity of cis regulatory elements in individual cardiac cell types. Here, we present a comprehensive catalogue of cell type-specific candidate cis regulatory elements (cCREs) in the human heart, which we utilized to assign cardiovascular disease-associated genetic variants from genome-wide association studies to cognate cell types and to illuminate pathologic gene regulatory changes in specific cell lineages during heart failure. Using single nucleus ATAC-seq, we identified >287,000 cCREs for the distinct cell types comprising the human heart and mapped chamber-specific gene regulatory programs. Using these chamber and cell type-resolved regulatory maps, we re-interpreted previous results from bulk analysis of failing human hearts to uncover heart failure-associated pathologic gene regulatory programs affecting specific cardiac cell types. We further found enrichment of cardiovascular disease risk variants in cCREs of distinct cell types, including a strong enrichment of atrial fibrillation-associated variants in cardiomyocyte cCREs. Using fine mapping, we identified 38 candidate causal atrial fibrillation variants in cardiomyocyte cCREs. Finally, we functionally validated two variants at the KCNH2/HERG locus residing within a cardiomyocyte-specific cCRE. Using luciferase reporter assays in in vitro cardiomyocytes, we found that the risk allele for these variants showed reduced enhancer activity as compared to the non-risk allele. Finally, we found that deletion of the risk variant-containing cCRE decreased KCNH2 expression in an enhancer dosage-dependent manner. In summary, this comprehensive atlas of human cardiac cCREs will facilitate the analyses of cell type-specific gene regulatory programs and interpretation of genetic risk loci for a wide spectrum of cardiovascular diseases.",Genetics and Functional Insights into Cardiovascular Disease,2020
1127,"GWAMA of 184 plasma proteins in 31,053 individuals explores the relationship between proteins and disease: the SCALLOP Consortium.","J. F. Wilson, 1, ,2, ,, E. Macdonald-Dunlop, 3, , P. K. Joshi, 4, , SCALLOP Consortium, P. R. Timmers, 5, , L. Folkersen, 6, , A. Mälarstig, 7, ,8, ;, 1, Centre for Global Health Research, Usher Institute, University of Edinburgh, Edinburgh, UK,, 2, MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, UK,, 3, Usher Institute, University of Edinburgh, Edinburgh, UK,, 4, Centre for Global Health Research, University of Edinburgh, Edinburgh, UK,, 5, College of Medicine and Veterinary Medicine, Usher Institute for Population Health Sciences and Informatics, Edinburgh, UK,, 6, Institute of Biological Psychiatry, Copenhagen, Denmark,, 7, Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden,, 8, Pfizer Worldwide Research and Development, Stockholm, Sweden.",,"Proteins are the fundamental building blocks of life and participate in all biological processes. Plasma proteins show great promise as novel disease biomarkers, and their genetic determinants also help unravel networks and causal pathways, pointing to new drug targets. However, to date, discoveries have been limited due to small sample sizes. The SCALLOP consortium of 20 cohorts was used to discover protein quantitative trait loci (pQTLs) in a large combined sample. We used the Olink proximity extension assays to quantitate the circulating levels of 184 plasma proteins (from the CVD II & III panels) in up to 31,053 subjects.Genome-wide association meta-analysis revealed 147,286 genome-wide significant SNPs (P<2.72x10 -10 ) across 716 loci associated with at least one protein, including both cis- and trans-pQTLs. Unlike findings from previous smaller individual studies, our increased sample size reveals the majority of proteins to have at least one pQTL.We show how a subset of these pQTLs co-localise with eQTLs and disease-associated loci. We also interrogate regulatory mechanisms and protein-protein interaction networks from our greatly expanded catalogue of trans-pQTLs. Using two-sample Mendelian randomisation we find many causal associations of proteins on disease, including: PCSK9 on LDL cholesterol and ischaemic heart disease, IL-27 on Crohn’s disease, MMP-9 on total triglyceride levels, adrenomedullin (ADM) on Neuroticism and PIGF on coronary heart disease some of which are novel.",Genetics and Functional Insights into Cardiovascular Disease,2020
1128,Comprehensive benchmarking of integrated polygenic and conventional risk factor models for cardiovascular traits in the Nord-Trøndelag Health Study.,"B. N. Wolford, 1, , I. Surakka, 2, , S. C. Ritchie, 3, , S. Lambert, 4, , J. B. Nielsen, 5, , A. Skogholt, 6, , M. E. Gabrielsen, 7, , B. Brumpton, 8, , C. Jonasson, 9, , K. Hveem, 7, , A. V. Khera, 10, , G. Abraham, 11, , M. Inouye, 11, , C. J. Willer, 12, ;, 1, Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI, USA,, 2, Internal Medicine, University of Michigan, Ann Arbor, MI, USA,, 3, Public Health and Primary Care, University of Cambridge, Cambridge, UK,, 4, Cardiovascular Epidemiology Unit, University of Cambridge, Cambridge, UK,, 5, Department of Epidemiology Research, Statens Serum Institut, Copenhagen, Denmark,, 6, K.G. Jebsen Center for genetic epidemiology, NTNU, Trondheim, Norway,, 7, Department of Public Health and Nursing, NTNU, Trondheim, Norway,, 8, Institutt for Samfunnsmedisin og Sykepleie, Norwegian University of Science and Technology, Trondheim, Norway,, 9, Norwegian University of Science and Technology, Trondheim, Norway,, 10, Massachusetts General Hospital, Boston, MA, USA,, 11, Department of Pathology, University of Melbourne, Parkville, Australia,, 12, Int Med & Human Genetics, University of Michigan, Ann Arbor, MI, USA.",B.N. Wolford: None.,"Introduction Our aim is to prevent cardiovascular disease (CVD) by using polygenic scores (PGSs) to identify at-risk individuals for whom interventions may be particularly valuable. The predictive power of published PGSs varies, and the utility of PGSs to predict disease in the presence of conventional risk factors is unclear. Here, we systematically compare PGSs for multiple cardiovascular traits and benchmark their performance alone and jointly with conventional risk factors in a longitudinal population-based cohort. Methods We combine imputed genotypes from 69,635 participants in the Nord-Trøndelag Health Study (HUNT) with pharmaceutical registries (from 1994) and electronic health records (from 1987). Using Cox proportional hazard regression, we estimate the hazard ratio (HR) in HUNT using all published PGSs from the Polygenic Score Catalog for coronary artery disease (CAD), ischemic stroke, atrial fibrillation, and heart failure. CAD has the most independently derived PGSs created by LD thinning, lassosum, LDpred, and metaGRS methods. For comparison, we create models adjusted for baseline age, sex, and PCs together with PGS only, conventional risk factors only, and a combined model. The conventional risk factors include HDL cholesterol, total cholesterol, blood pressure, smoking, and diabetes. We also model relatedness with a recently developed method for genome-wide survival analysis in large biobanks. Results We model CAD survival in HUNT with 7,097 incident cases and a mean follow-up time of 17.9 years. In the PGS only model, the best PGSs have similar performance (C-index 0.80) with an estimated HR of 1.38 (95% CI 1.34-1.42) per standard deviation of metaGRS and 1.36 (1.33-1.40) for LDpred. When conventional risk factors are added to the model (C-index 0.82) the estimated HR decreases to 1.35 (1.32-1.38) and 1.33 (1.30-1.37), respectively. We replicate this trend in 9,257 incident CAD cases in UK Biobank. In a joint model with metaGRS, total cholesterol is the risk factor with an impact on CAD survival closest to a PGS with a HR of 1.30 (1.27-1.33). A model with risk factors alone has a C-index of 0.81. We compare these PGSs and the net reclassification index to assess their clinical utility relative to conventional risk factors from early adulthood through to the elderly. Conclusion This study represents a comprehensive benchmarking of cardiovascular trait PGSs in an external cohort with extensive phenotyping and follow-up. Our analyses revealed wide variability of PGS performance in predicting CVD outcomes in HUNT and UK Biobank, with some PGSs exceeding conventional risk factors, such as total cholesterol, and others somewhat less predictive.",Genetics and Functional Insights into Cardiovascular Disease,2020
1131,Characterization of a mouse model with inducible expression of p.R183Q GNAQ to model Sturge-Weber Syndrome.,"S. Wetzel-Strong, , C. Gallione, C. Neilson, C. Benavides, D. A. Marchuk;, Molecular Genetics & Microbiology, Duke University Medical Center, Durham, NC, USA.",S. Wetzel-Strong: None.,"Sturge Weber syndrome (SWS) is a sporadic, congenital, neuro-cutaneous disorder characterized by a capillary vascular malformation. The characteristic vascular malformation affects the skin in a mosaic pattern following the distribution of the ophthalmic branch of the trigeminal nerve and includes abnormal capillary venous vessels in the leptomeninges of the brain and choroid, leading to glaucoma, seizures, stroke, and intellectual disability. This syndrome is caused by a somatic, activating mutation in the G protein subunit alpha-q protein (GNAQ) found within endothelial cells of the vascular malformation, presumably acquired during fetal development. The overarching goal of this project is to develop a mouse model to investigate the underlying pathophysiology of this disease. In order to model the endothelial-specific, mosaic expression of p.R183Q GNAQ in SWS, we first demonstrated that we can achieve different levels of mosaic recombination in blood vessels by varying the tamoxifen dosage administered to the endothelial-specific Cre driver line, the PDGFb -iCreERT2. Secondly, we used gene targeting to generate a mouse with Cre-inducible expression of the p.R183Q mutant GNAQ, abbreviated as GnaqRQ . By crossing the GnaqRQ line to the tamoxifen-inducible ROSA -Cre line to promote global recombination, we demonstrated that mutant transcript is present following Cre recombination. In an effort to obtain a robust phenotype with expression of p.R183Q GNAQ, we crossed the GnaqRQ line to the E2A -Cre line, which constitutively expresses Cre recombinase mosaically across cell types during the earliest stages of embryonic development. The number of GnaqRQ fl/+ ; E2A -Cre+ pups that are born is significantly lower than expected, suggesting embryonic lethality of a subset of p.R183Q GNAQ-expressing animals. Furthermore, while p.R183Q GNAQ transcript is detectable in the majority of live GnaqRQ fl/+ ; E2A -Cre+ pups, the levels are very low. Preliminary analysis of embryos generated from timed matings between GnaqRQ mice and E2A -Cre mice revealed a subset of GnaqRQ fl/+ ; E2A -Cre+ embryos with presumptive vascular lesions, although the phenotype varies quite drastically between embryos. Our current progress represents the first steps towards a robust and faithful mouse model of SWS. These data also support the expectation that mosaic expression of p.R183Q GNAQ can drive the formation of vascular lesions and suggest the possibility that high levels of p.R183Q GNAQ are incompatible with life.",Disorders of brain development,2020
1132,A zebrafish ‘humanized’ model of duplicated gene SRGAP2 reveals novel functions in brain and eye development.,"J. Uribe-Salazar, 1, , B. Radke, 1, , A. Colón-Rodríguez, 1, , K. Weyenberg, 1, , C. Ingamells, 1, , G. Kaya, 1, , E. Ferino, 1, , P. Lein, 2, , L.-E. Jao, 3, , M. Y. Dennis, 1, ;, 1, Genome Center, MIND Institute, and Department of Biochemistry & Molecular Medicine, University of California, Davis, Davis, CA, USA,, 2, Department of Molecular Biosciences, School of Veterinary Medicine, University of California, Davis, Davis, CA, USA,, 3, Department of Cell Biology and Human Anatomy, University of California, Davis, Davis, CA, USA.",J. Uribe-Salazar: None.,"Gene duplication is a fundamental source of species innovation that contributes to novel phenotypic features. SRGAP2 is a notable example of a gene uniquely duplicated in the Homo lineage, resulting in three partial paralogs present in modern humans that potentially contribute to neurological features exclusive to humans. Previous studies show that expression of human paralog SRGAP2C , a truncated form of the ancestral SRGAP2A , impacts cortical neuronal migration and synaptogenesis in mice, by antagonizing the function of the ancestral ortholog Srgap2 , mirroring the traits observed in Srgap2 knockdown mice. We sought to use zebrafish ( Danio rerio ) as a higher-throughput model to quickly test the function of SRGAP2 . srgap2 CRISPR-generated ‘knockout’ larvae exhibited a greater head-width to body-length ratio compared to wildtype siblings (3.3 - 4.8% average increase, p =2.08x10 -8 ), suggesting an increase in brain size. Interestingly, SRGAP2C mRNA-injected ‘humanized’ larvae followed the same morphological trend of larger heads (2% average increase, p =0.045). Consistent with previous findings that link SRGAP2A dysfunction with epilepsy (in humans) and synaptic connectivity (in mice), SRGAP2C -humanized or srgap2 -knockout larvae also exhibited increased seizure activity when exposed to GABA antagonist pentylenetetrazol (12 - 17% average increase, p <0.05). To understand the nature of these defects on a molecular level, we performed RNA-seq experiments and found that a subset of genes involved in brain development were upregulated in both the srgap2 -knockout and SRGAP2C -humanized larvae ( p <2x10 -8 ). Unexpectedly, several gene ontology terms involved in eye development were also upregulated in both lines ( p <1x10 -8 ), suggesting that srgap2 may play a previously unknown role in eye development. Analysis of available human retina and lens RNA-seq data confirmed high expression of SRGAP2 paralogs in these tissues. Ongoing experiments include a detailed characterization of the role of srgap2 in eye development. In summary, these studies show that zebrafish represents a feasible model to characterize and discover potentially new functions of a well-studied human duplicated gene and provide a roadmap to understand if/how other genes may contribute to the evolution of novel neurological traits unique to humans.",Disorders of brain development,2020
1133,Exome sequencing implicates genetic disruption of prenatal neuro-gliogenesis in sporadic congenital hydrocephalus.,"S. Jin, 1, ,2, ,3, , W. Dong, 2, , A. Kundishora, 4, , S. Panchagnula, 4, , A. Moreno-De-Luca, 5, , C. Furey, 4, , A. Allocco, 4, , R. Walker, 6, , C. Nelson-Williams, 2, , H. Smith, 4, , A. Dunbar, 4, , S. Conine, 4, , Q. Lu, 7, , X. Zeng, 3, , M. Michael, 2, , J. R. Knight, 2, , B. Warf, 8, , S. Schiff, 9, , S. M. Mane, 2, , S. Haider, 10, , M. DiLuna, 4, , E. Hoffman, 11, , N. Sestan, 12, , L. Ment, 13, , S. L. Alper, 14, , K. Bilguvar, 2, , D. H. Geschwind, 15, , M. Günel, 4, , R. P. Lifton, 3, , K. T. Kahle, 4, ;, 1, Genetics, Washington University School of Medicine, St. Louis, MO, USA,, 2, Genetics, Yale University School of Medicine, New Haven, CT, USA,, 3, Rockefeller University, New York, NY, USA,, 4, Neurosurgery, Yale University School of Medicine, New Haven, CT, USA,, 5, 5Autism & Developmental Medicine Institute and Department of Radiology, Geisinger, Lewisburg, PA, USA,, 6, Neurology, University of California Los Angeles, Los Angeles, CA, USA,, 7, Biostatistics and Medical Informatics, University of Wisconsin-Madison, Madison, WI, USA,, 8, Neurosurgery, Harvard Medical School, Boston, MA, USA,, 9, Neurosurgery, Engineering Science & Mechanics, and Physics, The Pennsylvania State University, University Park, PA, USA,, 10, Pharmaceutical and Biological Chemistry, University College London School of Pharmacy, London, UK,, 11, Yale Child Study Center, Yale University School of Medicine, New Haven, CT, USA,, 12, Neuroscience, Yale University School of Medicine, New Haven, CT, USA,, 13, Pediatrics, Yale University School of Medicine, New Haven, CT, USA,, 14, Medicine, Harvard Medical School, Boston, MA, USA,, 15, Neurology, Psychiatry and Human Genetics, David Geffen School of Medicine, University of California Los Angeles, Los Angeles, CA, USA.",S. Jin: None.,"Congenital hydrocephalus (CH) has been classically attributed to a failure of cerebrospinal fluid (CSF) homeostasis and treated with neurosurgical CSF diversion with high morbidity and failure rates. The persistence of post-surgical ventriculomegaly in many patients, often with poor neurodevelopmental outcomes, raises questions about current paradigms of pathophysiology and treatment. Epidemiological studies and familial case reports suggest genetic etiologies for up to ~40%, but few causal mutations have been identified. To identify crucial genetic drivers of CH and their impact on brain development, we performed whole exome sequencing of 381 surgically treated sporadic CH probands (232 trios), along with the first integrative analysis of newly discovered CH risk genes using transcriptomic atlases of the midgestational human brain. We identified rare damaging mutations in known CH genes in 8 probands (4 L1CAM , 1 MPDZ , 2 FLNA , 1 CRB2 ), accounting for ~1.6% of cases. Damaging de novo mutations (DNMs) were significantly enriched in cases (1.72-fold; P=6.6x10 -7 ), contributing to an estimated 17.7% of cases. Twelve genes had ≥ 2 protein-altering DNMs (2.7 expected) compared to 5 previously. Seven genes from this highly enriched gene set are newly implicated in CH ( PTEN , PIK3CA , MTOR , FOXJ1 , LRIG1 , FMN2 , MUC17 ). Most of these genes have established roles in regulating the growth or differentiation of embryonic neural stem cells. While PIK3CA , MTOR, and PTEN are known causes of megalencephaly and overgrowth syndromes, these clinical features were largely absent in our patients, suggesting phenotypic expansion. Gene burden analysis of rare transmitted variants identified a genome-wide significant association for FXYD2 , which encodes the Na+/K+ ATPase regulatory γ-subunit. Recessive genotypes in mouse hydrocephalus gene homologs enrich in and account for ~15% of consanguineous CH cases. Risk genes harboring CH-linked mutations converge in a single midgestational gene co-expression network (“yellow” module) previously associated with autism and developmental disorders (DD). Functional profiling of the yellow module yields terms of cell and neuronal differentiation, congenital anomalies of craniofacial development, and behavioral abnormalities. CH risk genes enrich in midgestational nascent migrating excitatory neurons and cycling mitotic progenitors, occupying earlier stages of differentiation than autism- and DD-enriched cell types. Our data suggests genetic disruption of early brain development, not impaired CSF dynamics, as the primary pathomechanism for a significant number of CH patients.",Disorders of brain development,2020
1134,Parallel RNA and DNA analysis after Deep-sequencing (PRDD-seq) reveals cell type-specific lineage patterns in human brain development at single-cell resolution,"Y. Huang, 1, ,2, , P. Li, 1, ,2, , R. E. Rodin, 1, ,2, , S. N. Kim, 1, ,2, , Y. Dou, 3, , C. J. Kenny, 1, ,2, , S. K. Akula, 1, ,2, , R. D. Hodge, 4, , T. E. Bakken, 4, , J. A. Miller, 4, , E. S. Lein, 4, , P. J. Park, 3, , E. Lee, 1, ,2, , C. A. Walsh, 1, ,2, ;, 1, Division of Genetics and Genomics, Boston Children's Hospital, Boston, MA, USA,, 2, Departments of Neurology and Pediatrics, Harvard Medical School, Boston, MA, USA,, 3, Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA,, 4, Allen Institute for Brain Science, Seattle, WA, USA.",Y. Huang: None.,"Elucidating the lineage relationships among different cell types is key to understanding human brain development. Here we developed a new method, P arallel R NA and D NA analysis after D eep- seq uencing (PRDD-seq), and a new algorithm, single-cell MosaicHunter (scMH), enabling the first-ever reconstruction of neuronal cell type, cell lineage, and sequential neuronal formation (""birthdate"") in postmortem human cerebral cortex. PRDD-seq combines RNA analysis of neuronal cell types with DNA analysis of spontaneous somatic mutations - identified from joint analysis of single cell and bulk genomic sequencing by scMH. Profiling >2700 cells from multiple human brain samples showed remarkable quantitative details that relate mutation mosaic frequency to clonal patterns, and confirmed an early divergence of precursors that become restricted to forming either multiple excitatory or multiple inhibitory neuronal types. We further observed an ""inside-out"" layer formation of excitatory neurons seen in other species, but in addition estimated that excitatory neurons within a cortical column derive from about 10 excitatory-restricted precursors. On contrast, inhibitory neurons showed complex, subtype-specific patterns of neurogenesis, including some aspects of primate cortical interneuron development not seen in mouse. Analysis of two autistic brains carrying damaging mosaic mutations showed that both mutations were enriched in inhibitory neurons, suggesting that inhibitory neuron dysfunction might be important in autism. PRDD-seq can be broadly applied to characterize human cell identity and lineage from diverse archival samples with single-cell resolution and in potentially any developmental or disease condition.",Disorders of brain development,2020
1136,Somatic variants in known epilepsy genes are found in pediatric cortical brain malformations.,"D. Lai, 1, , E. Yang, 2, , G. Grant, 3, , B. Porter, 3, , M. Mikati, 4, , N. Walley, 4, , P. Canoll, 5, , J. Lu, 1, , G. Von Allmen, 6, , M. Bhattacharjee, 6, , P. Crino, 7, , A. Poduri, 8, , E. L. Heinzen, 9, ;, 1, University of North Carolina, Chapel Hill, NC, USA,, 2, Boston Children's Hospital, Boston, MA, USA,, 3, Stanford University, Stanford, CA, USA,, 4, Duke University, Durham, NC, USA,, 5, Columbia University, New York, NY, USA,, 6, University of Texas Houston, Houston, TX, USA,, 7, University of Maryland, Baltimore, MD, USA,, 8, Neurology, Boston Children's Hosp, Boston, MA, USA,, 9, Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, NC, USA.",D. Lai: None.,"Post-zygotically acquired variants that arise during brain development are increasingly being recognized as important contributors to focal neocortical epilepsy due to malformations of cortical development (MCDs). Early findings supported a role for somatic variants in PI3K-AKT-mTOR signaling pathway in hemimegalencephaly and type II focal cortical dysplasia (FCD). More recent findings identified somatic variants in SLC35A2 , an essential galactose transporter at the Golgi membrane, in type 1a FCD and radiographically nonlesional intractable focal epilepsy. In this study we sought to further study the role of somatic variants in 120 children with focal MCDs. We enrolled 120 patients with focal MCDs, including FCD and focal polymicrogyria, who underwent surgical resection of an epilepsy focus; these children were non-syndromic and thus had phenotypes consistent with a genetic variant affecting only the brain. We performed high-depth exome sequencing in 90 brain-blood DNA pairs and an additional 30 cases where only brain tissue-derived DNA was available. Somatic variants were called with Mutect2 and MADSEQ to identify mosaic single nucleotide, indel, and large copy number variants. Exomes were sequenced to an average of 225- and 275-fold for brain and blood, respectively. After quality control steps and filtering for rare functional variants, we identified on average 55 somatic variants enriched in brain tissue in the protein-coding regions of the genome per brain-blood pair. Likely pathogenic germline variants were identified in three cases, including one DEPDC5 diagnosis. Eighteen individuals (15%) had a likely genetic diagnosis in or including a PI3K-AKT-mTOR signaling pathway gene previously implicated in MCD, including three mosaic duplications of chromosome 1q. Ten cases (8%) had a likely pathogenic somatic variant in multiple known epilepsy genes associated with severe early onset epilepsy that have been associated in other cases with germline variants, including SLC35A2 , GNB1 , and CASK . The likely pathogenic somatic variants were rarely found in paired leukocyte DNA suggesting that these variants are typically localized to the brain and possibly only in the cortical tissue studied. Comparisons of the landscape of somatic variants in our MCD cohort to controls to ensure the genetic variant profiles are distinctive are on-going. Collectively, these data suggest that at least some fraction of the genetic risk of focal epilepsy can be attributed to somatic variants in known epilepsy genes and that tissue and cellular localization may contribute to the phenotypic spectrum associated with known epilepsy genes.",Disorders of brain development,2020
1139,Genetic determinants of DNA methylation and gene expression in African Americans: An mQTL mapping study in GENOA,"L. Shang, 1, , J. A. Smith, 2, , W. Zhao, 2, , M. Kho, 2, , S. T. Turner, 3, , T. H. Mosley, 4, , S. L. Kardia, 2, , X. Zhou, 1, ;, 1, Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, MI, USA,, 2, Department of Epidemiology, School of Public Health, University of Michigan, Ann Arbor, MI, USA,, 3, Division of Nephrology and Hypertension, Mayo Clinic, Rochester, MN, USA,, 4, Memory Impairment and Neurodegenerative Dementia (MIND) Center, University of Mississippi Medical Center, Jackson, MS, USA.",L. Shang: None.,"Identifying genetic variants that are associated with variation in DNA methylation, an analysis commonly referred to as methylation quantitative trait locus (mQTL) mapping, is an important first step towards understanding the genetic architecture underlying interindividual differences in the epigenome. Most existing mQTL mapping studies have thus far focused on individuals of European ancestry and are noticeably underrepresented in other populations, with a particular absence of large studies in populations with African ancestry. Lack of large-scale, well-powered mQTL mapping studies in populations with African ancestry can impede our understanding of the epigenetic mechanisms underlying gene expression and disease etiology for these populations. We fill this critical knowledge gap by performing a large-scale in-depth cis-mQTL mapping study using the Illumina EPIC array on 961 African Americans from the Genetic Epidemiology Network of Arteriopathy (GENOA) study. In the analysis, we identified a total of 357,896 cis-acting mQTLs after controlling for age, gender, population structure and familial relatedness. The identified cis-mQTL associated CpG sites are over-represented in the open sea, CpG island shore and shelf regions, as well as intergenic regions and in gene bodies. In contrast, the identified cis-mQTL non-associated CpG sites are over-represented in CpG islands as well as regions proximal to the TSS of genes. Through co-localization analysis, we found that a large percentage of the identified cis-mQTLs overlap with the expression quantitative-trait loci (cis-eQTLs) identified in the same population from a previous study. Importantly, the identified cis-mQTL associated CpG sites explain a substantial proportion of gene expression variation for the neighboring genes, and, in mediation analysis, also explain a substantial proportion of SNP heritability underlying gene expression. These results support an important causal/mediation role of cis-mQTL associated CpG sites in explaining and mediating gene expression levels in African American individuals. Overall, our results represent an important step towards revealing the causal/mediation role of methylation underlying gene expression, facilitating the functional integration and interpretation of epigenetic and gene regulatory changes underlying human disease etiology in African Americans.",Mechanisms of Gene Regulation in Cis and Trans,2020
1140,Direct characterization of cis-regulatory elements and functional dissection of complex genetic associations using HCR-FlowFISH.,"S. K. Reilly, 1, , S. J. Gosai, 2, , A. Gutierrez, 1, , J. C. Ulirsch, 3, , M. Kanai, 4, , D. Berenzy, 5, , S. Kales, 5, , G. B. Butler, 1, , A. Gladden-Young, 1, , H. K. Finucane, 6, , P. C. Sabeti, 1, , R. S. Tewhey, 7, ;, 1, Broad Institute, Cambridge, MA, USA,, 2, Harvard Medical School, Harvard University, Boston, MA, USA,, 3, Broad Institute of MIT and Harvard, Cambridge, MA, USA,, 4, Cambridge, MA, USA,, 5, Jackson Labratory, Bar Harbor, ME, USA,, 6, Epidemiology, Harvard T. H. Chan School of Public Health, Boston, MA, USA,, 7, Bar Harbor, ME, USA.",S.K. Reilly: None.,"Effective interpretation of genome function and genetic variation requires a shift from epigenetic mapping of cis-regulatory elements (CREs), to direct characterization of endogenous function. We developed, HCR-FlowFISH, a broadly applicable approach to characterize CRISPR-perturbed CREs via accurate quantification of native transcripts, alongside CASA (CRISPR Activity Screen Analysis), a hierarchical Bayesian model to identify and quantify CRE activity. Across >275,000 perturbations, we detect CREs of both strong and weak-effect and provide evidence that CREs can regulate multiple genes, skip over the nearest gene, and can display activating and/or silencing effects. At the cholesterol-level associated FADS locus we combine endogenous screens with reporter assays to exhaustively characterize multiple genome-wide association signals, functionally nominating causal variants and importantly, identifying their target genes.",Mechanisms of Gene Regulation in Cis and Trans,2020
1141,Genetic variation in cis regulatory domains and trans regulatory hubs of immunity.,"D. Avalos, 1, ,2, ,3, , G. Rey, 1, ,2, ,3, , A. Ramisch, 1, ,2, ,3, , O. Delaneau, 4, , E. T. Dermitzakis, 1, ,2, ,3, ;, 1, Department of Genetic Medicine and Development, University of Geneva, Geneva, Switzerland,, 2, Swiss Institute of Bioinformatics (SIB), Geneva, Switzerland,, 3, Institute of Genetics and Genomics, Geneva, Switzerland,, 4, Department of Computational Biology, University of Lausanne, Lausanne, Switzerland.",D. Avalos: None.,"Studying the interplay between genetic variation and regulation of gene expression in immune cells is important to mechanistically understand how cellular states are modified in various conditions including immune diseases. Here we built cis and trans maps of coordinated regions in neutrophils, monocytes and T-cells using data from the BLUEPRINT consortium. This dataset includes whole genome sequencing, histone ChIP-Seq data, RNA-Seq data and DNA methylomics from up to 200 individuals. Our study uncovers several thousand of cis-regulatory domains (CRDs) and their association with the expression of genes. We were able to discover 7666, 9287, 4947 histone CRDs and 6023, 6144, 5493 DNA methylomics CRDs respectively in neutrophils, monocytes and T cells. Most CRDs are under strong genetic control and show a high level of cell-type specificity, highlighting the importance of genetic variation to study the coordination of cellular expression programs. We found 5537, 5843 and 1711 histone CRD-gene associations in neutrophils, monocytes and T cells.We also integrated CRD maps and associations with Promoter Capture Hi-C (PCHiC) data available for the same cell types to investigate how functional interactions were related to physical 3D proximity. Analyses in trans revealed extensive inter-chromosomal interactions in primary immune cells, with up to 159 422 CRD-CRD associations in neutrophils and up to 308 trans regulatory hubs (TRHs) in monocytes. These dense trans networks enabled the integration of those with QTL data to discover hundreds of trans-eQTLs across cell types. Overlapping our hits with the trans eQTLs from a meta-analysis in whole blood (eQTLGen Consortium) revealed an important number of signals shared between the two studies. Indeed, we found that out of the 121 unique trans-eQTLs we discovered in neutrophils, 40 were mapped to a trans-eQTLs in eQTLGen involving a gene and a variant in linkage disequilibrium with our variant. These results therefore indicate that our data integration strategy is able to discover trans-eQTLs with a good overlap with existing datasets. Together, we show that mapping functional regulatory units using population genomics data allows discovering important mechanisms in the regulation of gene expression in immune cells.",Mechanisms of Gene Regulation in Cis and Trans,2020
