id,title,authors,content,year
1114,"FHL5 , a Novel Coronary Artery Disease Gene, Regulates Smooth Muscle Cell Contractility","D. Wong 1 , A. Turner 1 , M. Khan 1 , N. Perry 1 , M. Palmore 1 , M. Kuppusamy 1 , M. Ottolini 1 , L. Matic 2 , U. Hedin 2 , L. Ma 3 , S. K. Sonkusare 1 , M. Civelek 4 , J. C. Kovacic 5,6 , J. Bjorkegren 7,8 , C. Miller 1 ;  1 Univ. of Virginia, Charlottesville, VA,  2 Karolinska Inst., Stockholm, Sweden,  3 Columbia Univ, New York, NY, 4 Univ Virginia, Charlottesville, VA,  5 Icahn Sch. of Med. at Mount Sinai, New York, NY,  6 Victor Chang Cardiac Res. Inst., Darlinghurst, Australia,  7 Icahn Sch. of Med. at Mount Sinai, Charlottesville, NY, 8 Karolinska Inst.t, Huddinge, Sweden","D. Wong:  None. Coronary artery disease (CAD) is the leading cause of death worldwide. Genome-wide association studies (GWAS) have identiﬁed over 200 loci associated with CAD, many of which cluster into distinct functional pathways. For example, in the most recent meta-analysis of myocardial infarction (MI) and CAD,  UFL1-FHL5  (chr6q16.1) emerged as a novel CAD/MI locus. Despite additional genetic associations with multiple vascular pathologies, the underlying mechanism of this locus has not been elucidated. We ﬁrst prioritized  FHL5  as the top candidate causal gene at  UFL1-FHL5  using two statistical ﬁne-mapping approaches, Summary-level Mendelian Randomization and  coloc . FHL5 expression is enriched in contractile mural cells (smooth muscle cells (SMCs) and pericytes) and potently downregulated in atherosclerotic arteries. Given its reported role as a cofactor, we hypothesized that FHL5 functions as a transcriptional regulator of SMC contractile pathways to impact vascular tone and disease risk. To test the functional eﬀects of FHL5 overexpression in SMCs, we performed confocal-based calcium imaging and collagen gel contraction assays. FHL5 overexpression increased the basal calcium concentration 2.5x, which correlated with increased contractility. To interrogate the molecular mechanism of FHL5 function in SMCs, we mapped FHL5 binding sites using the Cleavage Under Targets and Release Using Nuclease (CUT&RUN) method. Genes harboring FHL5 binding sites were enriched for CAD relevant pathways, such extracellular matrix organization and TGF-beta signaling. Furthermore, FHL5 binding sites were also enriched for CAD/blood pressure (BP) risk variants, suggesting interactions between FHL5 and other CAD/BP loci. Finally, by performing weighted gene co-expression and key driver analyses in coronary arteries, we demonstrate that FHL5 possess regulatory potential  in vivo  and resides in a module enriched for contractile genes and CAD/BP GWAS hits. Our results provide evidence that  FHL5  is the most likely causal gene at the  UFL1-FHL5  locus and may impact CAD risk by regulating a network of downstream disease associated genes. These ﬁndings may contribute to our understanding of the heritable risk for multiple vascular diseases.",2021
1115,Identifying causal protein-cardiometabolic trait relationships using whole genome sequencing,"G. Png 1,2 , R. Gerlini 3,4 , K. Hatzikotoulas 1 , A. Barysenka 1 , N. W. Rayner 1 , B. Rathkolb 3,4,5 , J. Aguilar-Pimentel 3 , J. Rozman 3,4,6 , H. Fuchs 3 , V. Gailus-Durner 3 , E. Tsafantakis 7 , M. Karaleftheri 8 , G. V. Dedoussis 9 , M. HrabÄ de Angelis 3,4,10 , C. Becker-Pauly 11 , A. Gilly 1 , E. Zeggini 1,2 ;  1 Inst. of Translational Genomics, Helmholtz Zentrum MÃ¼nchen â German Res. Ctr. for Environmental Hlth., Neuherberg, Germany,  2 TUM Sch. of Med., Technical Univ. of Munich and Klinikum Rechts der Isar, Munich, Germany,  3 Inst. of Experimental Genetics, German Mouse Clinic, Helmholtz Zentrum MÃ¼nchen, German Res. Ctr. for Environmental Hlth., Neuherberg, Germany,  4 German Ctr. for Diabetes Res. (DZD), Neuherberg, Germany,  5 Inst. of Molecular Animal Breeding and Biotechnology, Gene Ctr., Ludwig-Maximilians-Univ., Munich, Germany,  6 Inst. of Molecular Genetics of the Czech Academy of Sci., Czech Ctr. for Phenogenomics, Vestec, Czech Republic,  7 Anogia Med. Ctr., Anogia, Greece, 8 Echinos Med. Ctr., Echinos, Greece,  9 Harokopio Univ., Athens, Greece,  10 Chair of Experimental Genetics, TUM Sch. of Life Sci., Technische Univ. MÃ¼nchen, Freising, Germany,  11 Inst. of Biochemistry, Unit for Degradomics of the Protease Web, Univ. of Kiel, Kiel, Germany","G. Png:  None. Every year, an estimated 17.9 million deaths are caused by cardiovascular diseases, while more than one million die from type 2 diabetes. Cardiometabolic diseases such as these are linked to dysregulated protein levels, and understanding the genomic inﬂuence on these proteins can help to dissect the complex biology underpinning them. Here, we perform a protein quantitative trait loci (pQTL) analysis (n=2,893) of 257 serum proteins relevant to cardiometabolic processes. Meta-analysing deep whole-genome sequencing data from two Greek isolated cohorts, MANOLIS (n=1,356; 22.5x WGS) and Pomak (n=1,537; 18.4x WGS), we detect 309 independently-associated pQTL variants for 176 proteins, including 12 rare variants (minor allele frequency [MAF] cis- and three  trans-acting) for 13 proteins that pass study-wide signiﬁcance in both cohorts. Using replicating variants as instrumental variables, we ﬁnd evidence of causal relationships between 35 proteins and various cardiometabolic traits via two-sample Mendelian randomisation. These include LRIG1 for atrial ﬁbrillation and type 2 diabetes, SUMF2 for cholesterol levels, and MEP1B for high density lipoprotein (HDL) levels. Speciﬁcally, decreased MEP1B was causal for increased HDL levels. We sought  in vivo validation in  Mep1Î²  knockout (KO) mice, where we observe signiﬁcantly increased body weight and fat/lean mass ratio in female KO mice compared to their wild-type counterparts. We therefore derive causal protein-cardiometabolic trait relationships from novel pQTL data, and present orthogonal evidence supporting our ﬁndings.",2021
1116,Network medicine-based multimodal omics discovery and iPSC-based validation of metformin for potential treatment of atrial ﬁbrillation,"J. A. Castrillon 1 , Y. Zhou 1 , J. Rennison 2 , D. Van Wagoner 2 , J. Barnard 3 , F. Cheng 1 , M. Chung 2 ;  1 Cleveland Clinic Lerner Res. Inst., Genomic Med. Inst., Cleveland, OH,  2 Cleveland Clinic Lerner Res. Inst., Dept. of Cardiovascular and Metabolic Sci., Cleveland, OH,  3 Cleveland Clinic Lerner Res. Inst., Quantitative Hlth.Sci., Cleveland, OH","J.A. Castrillon:  None. Introduction:  Atrial Fibrillation (AF) is the most prevalent cardiac arrhythmia in the United States, aﬀecting 1% to 2% of the general population, signiﬁcantly contributing to cardiovascular morbidity and mortality. Eﬀective, safe, and durable therapeutic interventions are lacking. Thus, it is imperative to improve clinical management by utilizing novel approaches for drug repurposing. To date, multimodal omics analysis of genomics, transcriptomics, and interactomics (protein-protein interactions [PPIs]) have not been fully exploited for AF drug repurposing. Hypothesis:  We hypothesize that using Network Medicine-based multimodal omics analysis for drug prioritization and functional observations using induced pluripotent stem cell (iPSC) models can help us identify eﬀective therapeutic strategies and elucidate drugâs mechanisms-of-action for restoring normal sinus rhythm. Methods:  Here, we used RNA-sequencing data from a biobank of left atrial tissues obtained from cardiac surgery patients with abnormal and normal sinus rhythm to identify testable AF disease modules under the human protein-protein interactome network model. We systematically prioritized repurposable drug candidates for AF using both network proximity and gene-set enrichment analysis approaches by leveraging AF disease module ﬁndings, drug-target network, and drug-induced gene signatures in human cell lines. RNAseq was used to assess the transcriptomic impact of a top drug candidate, metformin, on gene expression of atrial myocytes diﬀerentiated from human iPSCs (a-iCMs). Results:  Via network-based screening of 2,891 FDA-approved or clinical drugs, we found nine putative drug candidates (including Metformin, Furosemide, and Rofecoxib) using both network proximity z-score and GSEA-based enrichment scores. RNA-seq analysis of metformin-treated a-iCMs identiﬁed 238 diﬀerentially expressed genes following multiple test correction (P Conclusions:  In summary, this study presented state-of-the-art network medicine methodologies for AF drug repurposing and identiﬁed metformin as a candidate treatment for AF patients.",2021
1119,The impact of evolutionary processes in shaping the genetics of complex traits in East Asia: A speciﬁc contribution from Denisovan introgression,"D. Koller , F. R. Wendt, G. A. Pathak, A. De Lillo, F. De Angelis, B. Cabrera-Mendoza, R. Polimanti; Yale Sch. of Med., West Haven, CT","D. Koller:  None. Consistent evidence of how human evolution shaped the polygenicity of human traits and diseases has been observed in populations of European descent. However, no information is currently available about its impact on other ancestry groups. Here, we investigated how diﬀerent evolutionary processes aﬀected the genetics of traits and diseases in individuals of East Asian descent by leveraging genome-wide association statistics from the Biobank Japan (up to 158,284 participants). We assessed natural selection, archaic hominin introgression ( Denisova hominins  and  Homo neanderthalensis ), and several genomic functional categories regarding the heritability of physiological and pathological conditions. Similar to ﬁndings in European descent populations, the heritability of several traits was signiﬁcantly enriched for annotations related to negative selection (e.g., serum creatinine: 8.8-fold enrichment for B-statistics, p=5.68Ã10 â4 ). Regarding Denisovan introgression, we identiﬁed enrichments for left ventricular mass index (2.9-fold enrichment, p = 3.03Ã10 â4 ), atopic dermatitis (9.2-fold enrichment, p=3.03Ã10 â4 ), and coronary artery disease (1.7-fold enrichment, p=0.003). Neanderthal local ancestry was depleted for monocyte count (9.7-fold depletion, p = 0.002) and platelet count (4.9-fold depletion, p=0.006). To follow up these archaic-introgression enrichments, we conducted a phenome-wide association study of Denisovan- and Neanderthal alleles in participants of East Asian descent and other ancestral backgrounds from the UK Biobank. Denisovan- and Neanderthal-introgressed alleles were associated with 13 and 10 phenotypes, including metabolic, dermatological, immunological, cardiovascular, and endocrine traits. The strongest association was observed for the Denisovan-inherited locus rs59185462 with rheumatoid arthritis (beta = 0.82, p = 1.91Ã10 -105 ). In summary, our study provides the ﬁrst evidence regarding the impact of evolutionary processes on the genetics of complex traits, highlighting the speciﬁc contribution of Denisovan introgression in East Asian populations.",2021
1120,The inﬂuence of Neanderthal introgression on human circadian biology,"K. Velazquez-Arcelay 1 , L. L. Colbran 2 , E. McArthur 1 , D. C. Rinker 1 , J. A. Capra 3 ; 1 Vanderbilt Univ., Nashville, TN,  2 Philadelphia, PA,  3 Univ. of California San Francisco, San Francisco, CA","K. Velazquez-Arcelay:  None. As the ancestors of modern Eurasians migrated out of Africa, they encountered novel environmental pressures, such as diﬀerences in day length, temperature, and pathogen exposures. These anatomically modern humans (AMH) also encountered groups of archaic humans in Eurasia, namely Neanderthals and Denisovans. For more than 400,000 years, these Eurasian hominins evolved and adapted to the variety of environments outside Africa. There is evidence of interbreeding events between these groups, resulting in the inheritance of parts of archaic genomes remaining in modern humans. This process potentially accelerated the adaptation of AMH to new environmental factors including reduced yearly ultra-violet radiation exposure and changing seasons. However, whether these groups diﬀered substantially in circadian biology and chronotype, and whether archaic introgression contributed to the biology of human chronotype adaptation remains unknown. To address this question, we traced the evolution of chronotype based on analysis of available ancient DNA (aDNA) data from ~2,000 ancient Eurasian humans, four archaic hominins, and also genomes from thousands of present-day humans. First, we contrast circadian gene regulation patterns between archaic hominins and modern humans and identify 32 circadian genes likely divergently regulated between present-day Africans and archaic hominins, including PER2 and CLOCK. This suggests the potential for introgression to modify circadian gene regulation. Testing this hypothesis, we ﬁnd that introgressed Neanderthal variants are enriched among eQTLs for circadian genes. Supporting the relevance of these gene regulatory eﬀects on circadian traits, we found that introgressed alleles are enriched for heritability of morningness in the UK Biobank and an independent GWAS of chronotype, using stratiﬁed LD score regression. Finally, analyzing modern and ancient human DNA, we identify 1,287 circadian gene variants with signiﬁcant allele frequency divergence by latitude in ancient humans. In addition to the introgressed circadian eQTL identiﬁed, we found many variants with diverse evolutionary histories with associations with traits related to chronotype. These ﬁndings demonstrate diﬀerences in circadian regulation between modern humans and archaic hominins and establish the importance of adaptive introgression on chronotype, a trait highly dependent on environmental variation.",2021
1121,Systematic genomic investigation ﬁnds evidence of germline and somatic roles of Neanderthal introgression in liver cancer,"A. M. Taravella Oill 1,2 , K. H. Buetow 1,2 , M. A. Wilson 1,2 ;  1 Sch. of Life Sci., Arizona State Univ., Tempe, AZ,  2 Ctr. for Evolution and Med., Arizona State Univ., Tempe, AZ","A.M. Taravella Oill:  None. European and East Asian populations retain genetic relics of ancient contact with Neanderthals. Regions of introgressed Neanderthal DNA are often depleted in functional regions of the genome, but occasionally haplotypes remain that are predicted to provide some beneﬁts to modern humans. In particular, there is limited understanding of the relationship between Neanderthal introgression and cancer risk. To better understand this, we have undertaken a systematic study of introgression in cancer, with a focus on liver cancer. Using publicly available introgression maps generated from European and Asian populations from the 1000 Genomes resource, we ﬁrst tested whether Neanderthal introgression is enhanced or depleted in diﬀerent categories of genes etiologically important in cancer among the general population. Recognizing that diﬀerent cancers have variations in their underlying genetic etiology, we also examined germline and somatic changes in a single cancer - hepatocellular carcinoma - using germline and somatic variant data from 177 individuals of European ancestry and 159 individuals of East Asian ancestry from The Cancer Genome Atlas and ﬁnd evidence for both risk and protective Neanderthal alleles. Among the general population, we do not ﬁnd evidence for an excess or depletion of Neanderthal introgression at cancer risk genes. In liver cancer samples, we ﬁnd genes with Neanderthal introgression ( LARS1  in Europeans and East Asians, APTX  and  MCMBP  in Europeans only) exhibit an excess of somatic mutations compared to non-introgressed regions, suggesting introgressed regions may be more permissive to mutation. Provocatively, in people of East Asian descent, we ﬁnd two genes ( CYB561D2  and  CACNA2D2 ) that are enriched for Neanderthal introgression in the general population but depleted for introgression in people with liver cancer, suggesting introgression in these regions may be protective. As liver cancer is the second leading cause of cancer death worldwide, understanding the landscape and eﬀects of Neanderthal introgression may inform about future susceptibility, as well as potential biomarkers for risk and therapeutic targets.",2021
1122,Biobank-scale inference of ancestral recombination graphs reveals association to rare and common variants in complex traits,"B. Zhang 1 , A. Biddanda 1 , P. Palamara 1,2 ;  1 Dept. of Statistics, Univ. of Oxford, Oxford, United Kingdom,  2 Wellcome Ctr. for Human Genetics, Oxford, United Kingdom","B. Zhang:  None. The genealogical history of a set of genomes can be compactly represented using an ancestral recombination graph (ARG). We developed ARG-Needle, a method for inferring the ARG of hundreds of thousands of samples from array data, along with a mixed-model framework that leverages the ARG to detect unobserved genomic variants linked with complex traits. In extensive simulations across a variety of accuracy metrics, ARG-Needle matches or outperforms Relate (Speidel et al. Nat Genet 2019) while scaling to substantially larger sample sizes. Compared to tsinfer (Kelleher et al. Nat Genet 2019), a scalable method that only outputs ARG topology, ARG-Needle performs better on all metrics and infers both branch lengths and topology. Using ARG-Needle, we built the genome-wide ARG for 337K unrelated European UK Biobank individuals from SNP array data. We performed mixed-model association of inferred ARG variants (focusing at ﬁrst on MAF > 1%) and standing height, and compared to association of imputed variants from 65K HRC sequences (MAF > 0.1%). ARG-based association (permutation p We then tested for association between ultra-rare variants (URV, MAF These results demonstrate the impact of genealogical inference in complementing reference-based imputation for the study of complex traits and diseases, opening new possibilities for the analysis of under-sequenced cohorts for which reference panels are not yet available.",2021
1123,"Local ancestry inference for ~7,000 genomes in the Genome Aggregation Database characterizes ﬁne-scale allele frequencies within admixed American populations","M. Wilson 1,2 , K. J. Karczewski 1,2 , Z. Koenig 1,2 , A. R. Martin 1,2 , gnomAD Consortium, M. J. Daly 2,1,3 , G. Tiao 1,2 , E. G. Atkinson 4,1 ;  1 Broad Inst. of MIT and Harvard, Cambridge, MA,  2 Massachusetts Gen. Hosp., Boston, MA,  3 Inst. for Molecular Med. Finland, Helsinki, Finland,  4 Baylor Coll. of Med., Houston, TX","M. Wilson:  None. Currently, there is not a comprehensive understanding of the allele frequency (AF) spectrum in Native American (NatAm) and African haplotype tracts in admixed American populations. Accurate AF estimates are critical for clinical variant interpretation. The absence of this information contributes to health disparities for admixed American populations, some of which are at greater risk for developing common diseases including cardiometabolic disorders. Here we describe the creation of a reﬁned population frequency reference for the Genome Aggregation Database (gnomAD) for NatAm haplotypes in 6,972 Latinx individuals. NatAm haplotypes make up a signiﬁcant component (13-48%) of the complex, admixed genetic structure of Latinx individuals. To deﬁne NatAm ancestry-speciﬁc haplotypes, we constructed a continental reference panel from a tailored subset of populations within the 1000 Genomes Project and the Human Genome Diversity Project. We then used this reference panel for phasing and local ancestry inference to assign a genetic ancestry to each chromosomal segment in gnomAD Latinx individuals. Finally, we used the tool Tractor to generate local ancestry dosages at each site and compute ancestry-speciﬁc AFs. We tested multiple local ancestry inference methodologies, reference panel compositions, and phasing tools to optimize for maximal eﬃciency and accuracy. This uniﬁed computational pipeline was written using the Hail Batch Python module and is publicly available through GitHub [github.com/broadinstitute/gnomad_local_ancestry]. Preliminary analysis reveals a highly diverse set of samples. The average estimated proportions of global ancestry of gnomAD Latinx individuals are 30% NatAm, 12% African, and 58% European. 5% of these individuals are homogeneous, 60% are two-way admixed, and 35% are three-way admixed, with subsets of individuals most closely resembling several distinct reference populations. This eﬀort will result in the largest publicly available dataset for NatAm-speciﬁc AFs, reﬁned population frequencies within the gnomAD browser, and a computational pipeline to readily resolve AFs within admixed populations. Finer AF resolution increases gnomADâs clinical utility for individuals of admixed ancestry by enabling better interpretation of rare variation. The decomposition of ancestral alleles will also enable us to build a demographic model to date admixture events within these populations and determine allelesâ ancestral origins. The AF spectrums and quality metrics are available for direct download and for interactive browsing on the gnomAD website, [gnomad.broadinstitute.org].",2021
1124,Sex-speciﬁc eﬀective population size inference in recent history,"R. Cai 1 , B. Browning 2 , S. Browning 2 ;  1 Dept Biostatistics, Univ. of Washington, Seattle, WA,  2 Univ of Washington, Seattle, WA","R. Cai:  None. The study of sex-speciﬁc population history is crucial for understanding if the males and females in a population have experienced diﬀering demographic processes in the past, such as sex-speciﬁc migration processes or sex-biased family structures. Sex-speciﬁc eﬀective population size serves as an important characterization of sex-speciﬁc population history. An approach to estimating recent eﬀective population size is to reconstruct coalescence history through identity-by-decent (IBD) segments. Since human X chromosome and autosomes have diﬀerent meiosis and recombination processes, the eﬀective population size estimated from X chromosomal IBD segments and that from autosomal IBD segments would reﬂect the diﬀerence in the coalescence history of these two types of chromosomes. Therefore, by understanding the speciﬁc contribution of each sex to the coalescence history of X chromosome and autosomes, we can estimate sex-speciﬁc eﬀective population size from the overall eﬀective population size of X chromosome and that of autosomes. In this study, we proposed a method to estimate sex-speciﬁc eﬀective population size and the eﬀective proportion of females in the population, known as the eﬀective sex ratio (ESR), based on the distribution of IBD segment lengths and the overall eﬀective population size of X chromosome and that of autosomes. We applied the hap-ibd program [1] and the ibd-ends program [2] to obtain the length distribution of IBD segments and estimated the overall eﬀective population size with the IBDNe program [3]. Our method is able to correctly recover the sex-speciﬁc population size and the ESR in simulated data. Our method not only provides visualization of the sex-speciﬁc population dynamics through sex-speciﬁc population size but also estimates the ESR that could be used to test hypotheses on the sex ratio in a population. It enables us to understand sex-speciﬁc demographic dynamics that may not be revealed by the analysis of autosomes alone. [1] Y Zhou, S R Browning, and B L Browning (2020). A fast and simple method for detecting identity by descent segments in large-scale data. The American Journal of Human Genetics 106:426-437. [2] S R Browning and B L Browning (2020). Probabilistic estimation of identity by descent segment endpoints and detection of recent selection. American Journal of Human Genetics 107:895-910.[3] S R Browning and B L Browning (2015). Accurate non-parametric estimation of recent eﬀective population size from segments of identity by descent. The American Journal of Human Genetics 97:404-418.",2021
1127,Local ancestry allows for improved genomic prediction in underrepresented and admixed populations,"E. G. Atkinson 1 , M. Kamariza 2 , K. Tsuo 3 , Z. Koenig 4 , M. J. Daly 5 , B. M. Neale 5 , A. R. Martin 5 ;  1 Baylor Coll. of Med., Houston, TX,  2 Harvard Univ., Boston, MA,  3 Harvard Coll., Cambridge, MA, 4 Broad Inst. of MIT and Harvard, Brighton, MA,  5 Massachusetts Gen. Hosp., Boston, MA","E.G. Atkinson:  None. Due to the paucity of methodological and computational approaches that account for their genomic complexity, admixed populations are systematically excluded from statistical genomic studies. Admixed populations make up more than a third of the US populace but are severely underrepresented in biomedical research which may contribute to health disparities. To reap the full beneﬁts from the ongoing eﬀorts to collect samples from underrepresented populations and from existing mixed ancestry cohorts, tools facilitating the well-calibrated research of admixed peoples are urgently needed. We recently developed a local ancestry aware GWAS model, Tractor, which corrects for ﬁne-scale population structure at the genotype level, often boosts locus discovery power, and produces ancestry-speciﬁc eﬀect size estimates and p values. Using Tractor summary statistics from African ancestry (AFR) tracts in ~4500 admixed UK Biobank (UKB) individuals, we built polygenic risk scores (PRS) and predicted blood panel phenotypes on homogenous African ancestry UKB individuals. We benchmarked these PRS against scores created from traditional GWAS runs on 1) the same admixed cohort, 2) a large European UKB sample, and 3) a large multi-ancestry meta-analysis of continental ancestry groups from the pan-UKB project (https://pan.ukbb.broadinstitute.org/). We also tested the accuracy of several PRS models including pruning and thresholding and PRS-CSx. We ﬁnd that incorporating diverse samples and ancestry-speciﬁc estimates from admixed populations results in higher prediction accuracy for homogeneous AFR individuals. The bulk of African-descent GWAS participants are currently admixed individuals of the Americas, and some underrepresented ancestries are rarely found outside of the admixed context. Thus, building models based on ancestry-speciﬁc estimates generated from the deconvolved local ancestry tracts of admixed genomes allows for better PRS performance on many diverse populations from making better use of existing collections. We additionally highlight several loci which we ﬁnd to have well-demonstrated eﬀect size diﬀerences across ancestries, a phenomenon for which there are few prior examples in the literature. As our models are constructed oﬀ of local ancestry components from the same admixed individuals, these results hint at genetic diﬀerences rather than environmental factors, which are often tricky to disentangle. Ultimately, our work highlights how Tractor and local ancestry allow for improved population characterization and can be leveraged to advance the understanding of complex diseases across diverse cohorts.",2021
1128,Polygenic risk prediction of obesity across the life course and in diverse populations,"R. A. Smit 1,2,3,4 , K. H. Wade 5 , Q. Hui 6,7 , M. H. Preuss 1,3,4 , J. D. Arias 8 , L. Yengo 9 , X. Yin 10 , S. E. Graham 11 , M. Graﬀ 12 , K. E. North 12 , E. Marouli 13 , A. E. Locke 14,10 , J. N. Hirschhorn 15,16,17 , N. J. Timpson 5 , Y. Sun 6,7 , S. I. Berndt 8 , R. Loos 1,3,4,18 , Genetic Investigation of ANthropometric Traits (GIANT) Consortium;  1 The Charles Bronfman Inst. for Personalized Med., Icahn Sch. of Med. at Mount Sinai, New York, NY,  2 Dept. of Clinical Epidemiology, Leiden Univ. Med. Ctr., Leiden, Netherlands,  3 The Genetics of Obesity and Related Metabolic Traits Program, Icahn Sch. of Med. at Mount Sinai, New York, NY,  4 The Mindich Child Hlth.and Dev. Inst., Icahn Sch. of Med. at Mount Sinai, New York, NY, 5 MRC Integrative Epidemiology Unit, Univ. of Bristol, Bristol, United Kingdom,  6 Dept. of Epidemiology, Emory Univ. Rollins Sch. of Publ. Hlth., Atlanta, GA,  7 Atlanta VA Hlth.Care System, Decatur, GA,  8 Div. of Cancer Epidemiology and Genetics, Natl. Cancer Inst., NIH, Bethesda, MD,  9 Inst. for Molecular BioSci., The Univ. of Queensland, Brisbane, Australia,  10 Dept. of Biostatistics and Ctr. for Statistical Genetics, Univ. of Michigan Sch. of Publ. Hlth., Ann Arbor, MI,  11 Dept. of Internal Med., Div. of Cardiology, Univ. of Michigan, Ann Arbor, MI,  12 Dept. of Epidemiology, Univ. of North Carolina at Chapel Hill, Chapel Hill, NC,  13 William Harvey Res. Inst., Barts and The London Sch. of Med. and Dentistry, Queen Mary Univ. of London, London, United Kingdom,  14 McDonnell Genome Inst., Washington Univ. Sch. of Med., St. Louis, MO,  15 Div. of Endocrinology and Ctr. for Basic and Translational Obesity Res., Boston Children's Hosp., Boston, MA,  16 Program in Med. and Population Genetics, Broad Inst., Boston, MA,  17 Dept.s of Genetics and Pediatrics, Harvard Med. Sch., Boston, MA,  18 NNF Ctr. for Basic Metabolic Res., Univ. of Copenhagen, Copenhagen, Denmark","R.A. Smit:  None. Polygenic risk scores (PRSs) for body mass index (BMI) that leverage the increasing genome-wide association study (GWAS) sample sizes may aid risk stratiﬁcation and allow targeted prevention of obesity at an early age. We constructed ancestry-speciﬁc and trans-ancestral PRSs to predict obesity in adulthood, and examined their added value over and above easily measurable predictors of obesity during childhood and adolescence. We calculated PRSs based on summary statistics of up to 1.2 million common variants [minor allele frequency (MAF)>1%] from the GIANT consortiumâs BMI GWAS meta-analysis of up to 1.6 million individuals (72% European (EUR), 16% East Asian (EAS), 6% African (AA), 4% Hispanic (HA), 2% South Asian (SAS)). Explained variance for BMI and discrimination for obesity were examined in the UK Biobank (UKB, n=437k) and Million Veteran Program (MVP, n=101k). The best performing PRS in EUR was taken forward to the Avon Longitudinal Study of Parents and Children (ALSPAC, n=5.8k), for cross-sectional and longitudinal associations with BMI across 21 time-points from birth to age 22y. We compared the predictive performance of the PRS to that of clinically available factors (maternal education, pre-pregnancy maternal BMI, household social status). The trans-ancestral PRS explained more of the variation in BMI than ancestry-speciﬁc PRSs in all but the EUR-populations (R 2  min-max for non-EUR; UKB: 7.5-12.4% (AA/EAS); MVP: 5.7-11.1% (AA/HA); UKB-EUR (EUR-PRS): 15.8%; MVP-EUR (EUR-PRS): 13.1%). For all ancestries, maximum explained variance was roughly double that of previously published obesity PRSs. The PRSs were better at discriminating between adults with or without obesity than age, sex, or scores of genome-wide signiﬁcant variants only. EUR-PRS associations with BMI were weak at birth, but increased rapidly during childhood, and remained stable from adolescence onwards (e.g., BMI-SD per PRS-SD at 13y (95%CI): 0.39 (0.37,0.42)). Consistently, longitudinal modeling of BMI trajectories using the PRS showed increasing divergence until early adolescence. When added to other factors available at birth, the PRS helped predict substantially more of BMI from 5y onwards (e.g., R 2  at 5y: 13 to 18%; 11y: 11 to 21%). The current PRSs, based on larger GWAS sample sizes, double the previously explained variance for BMI across multiple ancestries, thereby advancing the options for prognostication in populations traditionally underrepresented in genetic research. Moreover, we ﬁnd that genetic predisposition to adult obesity aﬀects childhood growth trajectories, and shows potential to improve risk stratiﬁcation for obesity at an early age.",2021
